,id,season,week,season_type,start_date,start_time_tbd,neutral_site,conference_game,attendance,venue_id,venue,home_id,home_team,home_conference,home_points,home_line_scores,home_post_win_prob,home_pregame_elo,home_postgame_elo,away_id,away_team,away_conference,away_points,away_line_scores,away_post_win_prob,away_pregame_elo,away_postgame_elo,excitement_index,highlights,notes
75,401309839,2021,1,regular,2021-09-05T00:00:00.000Z,False,False,False,64053.0,3765,Husky Stadium,264,Washington,Pac-12,7.0,"[7, 0, 0, 0]",0.1349379696271513,,,149,Montana,,13.0,"[3, 0, 0, 10]",0.8650620303728487,,,4.4790919129,,
76,401287891,2021,1,regular,2021-09-05T00:00:00.000Z,False,False,False,35377.0,3616,Amon G. Carter Stadium,2628,TCU,Big 12,45.0,"[21, 14, 3, 7]",,,,2184,Duquesne,,3.0,"[0, 0, 3, 0]",,,,,,
77,401282054,2021,1,regular,2021-09-05T00:00:00.000Z,False,False,False,22029.0,3973,Vanderbilt Stadium,238,Vanderbilt,SEC,3.0,"[3, 0, 0, 0]",,,,2193,East Tennessee State,,23.0,"[0, 10, 3, 10]",,,,,,
78,401282177,2021,1,regular,2021-09-05T00:00:00.000Z,False,False,False,20156.0,6526,Hancock Whitney Stadium,6,South Alabama,Sun Belt,31.0,"[0, 14, 10, 7]",0.95949849704833,1266.0,1337.0,2572,Southern Mississippi,Conference USA,7.0,"[7, 0, 0, 0]",0.04050150295166999,1360.0,1289.0,21.5355699358,,
79,401282053,2021,1,regular,2021-09-05T00:00:00.000Z,False,False,False,97339.0,3795,Kyle Field,245,Texas A&M,SEC,41.0,"[10, 0, 17, 14]",0.998324813334281,1745.0,1792.0,2309,Kent State,Mid-American,10.0,"[3, 0, 0, 7]",0.0016751866657189751,1441.0,1394.0,1.8129877546,,
80,401281948,2021,1,regular,2021-09-05T00:30:00.000Z,False,False,False,68123.0,1056,Rose Bowl,26,UCLA,Pac-12,38.0,"[0, 14, 10, 14]",0.991959168531607,1605.0,1630.0,99,LSU,SEC,27.0,"[0, 10, 10, 7]",0.008040831468392962,1671.0,1646.0,6.7822278147,,
81,401282178,2021,1,regular,2021-09-05T01:00:00.000Z,False,False,False,14554.0,3946,Sun Bowl Stadium,2638,UTEP,Conference USA,38.0,"[10, 0, 7, 21]",0.9708432634648745,,,2065,Bethune-Cookman,,28.0,"[0, 0, 14, 14]",0.029156736535125516,,,3.874066424,,
82,401310699,2021,1,regular,2021-09-05T02:30:00.000Z,False,False,False,10116.0,3932,Qualcomm Stadium,21,San Diego State,Mountain West,28.0,"[0, 0, 21, 7]",0.9506216485313049,1578.0,1582.0,166,New Mexico State,FBS Independents,10.0,"[3, 7, 0, 0]",0.04937835146869507,1182.0,1178.0,1.553380121,,
83,401309841,2021,1,regular,2021-09-05T02:30:00.000Z,False,True,False,54541.0,6501,Allegiant Stadium,12,Arizona,Pac-12,16.0,"[0, 3, 10, 3]",0.06720718622641986,1278.0,1304.0,252,BYU,FBS Independents,24.0,"[0, 14, 7, 3]",0.9327928137735801,1837.0,1811.0,3.0368743338,,
84,401309837,2021,1,regular,2021-09-05T02:30:00.000Z,False,False,False,35117.0,3831,California Memorial Stadium,25,California,Pac-12,17.0,"[14, 0, 0, 3]",0.28564618713586803,1461.0,1454.0,2440,Nevada,Mountain West,22.0,"[0, 13, 9, 0]",0.714353812864132,1488.0,1495.0,6.3284486527,,
85,401309840,2021,1,regular,2021-09-05T03:00:00.000Z,False,False,False,24944.0,3820,Martin Stadium,265,Washington State,Pac-12,23.0,"[0, 6, 14, 3]",0.09297959482925705,1511.0,1494.0,328,Utah State,Mountain West,26.0,"[3, 2, 6, 15]",0.9070204051707429,1319.0,1336.0,6.8600084415,,
